ZAI;INP_ID;INP_NOM_ENT;INP_CHEZ_ENT;INP_RUE_ENT;INP_NPA_ENT;INP_LOC_ENT;INP_CANTON_SIEGE_ENT;INP_PAYS_SIEGE_ENT;INP_FORME_JURIDIQUE_ENT;INP_CODE_FORME_JURIDIQUE_ENT;INP_LANG_ENT;INP_SIEGE_ENT;INP_IDE;REF_IDE;REF_NOM_ENT;REF_CANTONAL_ID;MATCHING_DISTANCES;MATCHING_WEIGHT;;REMARQUE OIPM;RECHERCHE NO IDE  ;ANNONCER à L'IDE;PROBLEMES DIVERS;;
SNB;60080;Association Lève-toi et swingue;c/o M. Alfio Poli;Chemin des Vergers 47;1867;Ollon VD;VD;CH;association;109;Français;Aigle;;115787160;Association Lève Toi et Marche;101641152;0.7419354838709677|1.0;0.913978495;;pas RC;rien trouvé;OUI;;;
DVT;60725;Fondation cantonale pour la formation professionnelle FONPRO;Centre Patronal;Route du Lac 2;1094;Paudex;VD;CH;fondation;110;Français;Paudex;;110375324;Fondation vaudoise en faveur de la formation professionnelle en horticulture;101586076;0.6052631578947368|1.0;0.868421053;;pas RC;CHE-410.343.596;NON;;;
SNB;66036;Service Intercommunal de distribution d'eau potable de Rolle et Environs (SIDERE);;Place de l' Industrie 2;1180;Rolle;VD;CH;association;109;Français;Rolle;;295266744;Service Intercommunal d'Epuration des Eaux, Mézières et environs (SIEMV);101506009;0.6296296296296297|1.0;0.87654321;;pas RC;CHE-108.354.092;NON;pas d'info si c'est une association;;
SNB;70920;Association Castafiore-Solmido;c/o Mme Anna Behrmann;Rue des Chenevières 26;1800;Vevey;VD;CH;association;109;Français;Vevey;;466798744;Association Marie-Claire;101482573;0.6|1.0;0.866666667;;pas RC;rien trouvé;OUI;;;
SNB+DVT;19739;Société des Fusilliers de la Bourgeoisie de Moudon;c/o M. Maurice Jossevel;Route des Vuarennes 17;1523;Granges-près-Marnand;VD;CH;association;109;Français;Moudon;;100897791;Société des Meuniers de la Suisse Romande;101423873;0.5800000000000001|1.0;0.86;;pas RC;rien trouvé;OUI;;;
SNB;45581;Groupement des industriels de Morges et environs;p.a. Centre Patronal;Case postale 1215;1001;Lausanne;VD;CH;association;109;Français;Morges;;302184237;Groupement scolaire primaire de Bottens et Environs;101649799;0.607843137254902|1.0;0.869281046;;pas RC;rien trouvé;OUI;;;
SNB;61135;Association des Amis du Four de Montmagny;;Route Villars-le-Grand 1;1587;Montmagny;VD;CH;association;109;Français;Vully-les-Lacs;;101867083;Association des amis du Zoo de Servion;101667717;0.7073170731707317|1.0;0.902439024;;pas RC;rien trouvé;OUI;;;
SNB;20339;Fédération Vaudoise des entrepreneurs - Groupe M.E.C. Section Lausanne;pa Menuiserie Suarato Sàrl;Chemin du Couchant 31;1007;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;107036123;Fédération vaudoise des entrepreneurs, société coopérative;101665423;0.6142857142857143|1.0;0.871428571;;pas RC;rien trouvé;OUI;;;
SNB;14968;Société des Amis Réunis;c/o M. Didier Barbay;Route de Gimel 15;1189;Saubraz;VD;CH;association;109;Français;Aubonne;;104154453;Société de Laiterie;101631190;0.5652173913043479|1.0;0.855072464;;pas RC;rien trouvé;OUI;;;
SNB+DVT;20883;Tennis-Club de Préverenges;;Case postale 200;1028;Préverenges;VD;CH;association;109;Français;Préverenges;;103782569;Tennis Club de Preverenges;101487195;0.9230769230769231|1.0;0.974358974;;pas RC;CHE-103.782.569;NON;;;
SNB;25311;Groupement de la Construction;c/o M. Stephan Vouillamoz;Case postale 176;1865;Les Diablerets;VD;CH;association;109;Français;Ormont-Dessus;;250192090;Groupement de la Haute Broye;101528674;0.6206896551724138|1.0;0.873563218;;pas RC;rien trouvé;OUI;;;
SNB;52407;Jardins de quartiers;;Case postale 642;1020;Renens VD;VD;CH;association;109;Français;Renens VD;;113696078;Jardins de La Côte Sàrl;101450870;0.5652173913043479|1.0;0.855072464;;pas RC;rien trouvé;OUI;;;
SNB;52997;Association SOS futures mamans la Côte;Mme Marie-José Hautier;Chemin du Champ de Joux;1264;St-Cergue;VD;CH;association;109;Français;Saint-Cergue;;170643037;Association Cercle de la Côte;101512442;0.5789473684210527|1.0;0.859649123;;pas RC;rien trouvé;OUI;;;
SNB;69885;Centre International des Ambassadeurs pour le Christ;M. Nounagnon Salomon;Route des Mousses 8;1148;L'Isle;VD;CH;association;109;Français;L'Isle;;102488831;Centre International de Recherches sur l'Anarchisme;101621132;0.5961538461538461|1.0;0.865384615;;pas RC;rien trouvé;OUI;;;
SNB;24717;Association des Parents et Amis du Groupe C1;;Case postale 22;1814;La Tour-de-Peilz;VD;CH;association;109;Français;La Tour-de-P.;;107488614;Association des Parents du Jardin d'Enfants Croqu'pomme;101639988;0.6|1.0;0.866666667;;pas RC;rien trouvé;OUI;;;
SNB;30875;Association des infirmières et infirmiers de la Source;c/o Mme Marguerite Veuthey;Chemin des Fleurettes 32;1007;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;101782920;Association Vaudoise des Metiers de la Pierre;101553397;0.5555555555555556|1.0;0.851851852;;pas RC;rien trouvé;OUI;;;
SNB;65379;Association de soutien au Point d'Eau de Lausanne;c/o Mme Ameli Pistorius;Avenue de Morges 26;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;113191447;Association du Centre Asturiano de Lausanne;101439217;0.6122448979591837|1.0;0.870748299;;pas RC;CHE-109.390.268;NON;;;
SNB;68017;Association Maison de quartier de la Pontaise;;Rue de la Pontaise 33;1018;Lausanne;VD;CH;association;109;Français;Lausanne;;116398602;Association du quartier de la valsainte;101458180;0.6888888888888889|1.0;0.896296296;;pas RC;rien trouvé;OUI;ok dvt;;
SNB;36949;Association vaudoise des amis de l'Orchestre de la Suisse Romande;c/o Mme Dominique Radoux;Chemin de Tourronde 3;1009;Pully;VD;CH;association;109;Français;Lausanne;;351657318;Association de l'orchestre des jeunes de la Suisse romande;101453276;0.6|1.0;0.866666667;;pas RC;rien trouvé;OUI;;;
SNB;17084;Association Française de la Riviera Vaudoise;;Case postale 1021;1820;Montreux 1;VD;CH;association;109;Français;Montreux;;106875173;Association des Amis de la Piscine de Vallorbe;101517017;0.6086956521739131|1.0;0.869565217;;pas RC;rien trouvé;OUI;;;
SNB+DVT;19740;Ski-Club d'Yvorne;c/o Mme Christine Martin;Domaine du Charbonney;1860;Aigle;VD;CH;association;109;Français;Yvorne;;272516290;Ski Club Rolle;101434909;0.5882352941176471|1.0;0.862745098;;pas RC;rien trouvé;OUI;;;
SNB+DVT;20938;Société Militaire de Burtigny;c/o Jean-Pierre Perdrizat;Ch. des Fontaines 2;1166;Perroy;VD;CH;association;109;Français;Burtigny;;100306758;Société Immobilière de Jurigoz E;101592448;0.5625|1.0;0.854166667;;pas RC;rien trouvé;OUI;;;
SNB+DVT;25458;Ski Club de Nyon;c/o Mme Nathalie Vuille;Chemin d' Eysins 16;1260;Nyon;VD;CH;association;109;Français;Nyon;;272516290;Ski Club Rolle;101434909;0.5625|1.0;0.854166667;;pas RC;rien trouvé;OUI;;;
SNB;45648;christweb.org;connecting Christians;Rue Pré-du-Marché 35;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;185737888;Christine George;101611366;0.5625|1.0;0.854166667;;pas RC;rien trouvé;OUI;;;
SNB;70285;Association Espérance et Partage;M. Yann Wolff;Chemin de la Sapelle 30;1090;La Croix (Lutry);VD;CH;association;109;Français;Lutry;;102484388;Association Espace Mosaïque;101612132;0.65625|1.0;0.885416667;;pas RC;rien trouvé;OUI;;;
SNB;50418;Association de soutien a San Andres-Lima;M. Michel Donnet;Chemin Clos de Leyterand 1;1806;St-Légier-La Chiésaz;VD;CH;association;109;Français;St-Lég.-La-Ch.;;109952924;Association de soutien au théâtre RIKIKO;101621354;0.625|1.0;0.875;;pas RC;rien trouvé;OUI;;;
SNB;17085;Association des intérêts d'Yvonand;;Case postale 71;1462;Yvonand;VD;CH;association;109;Français;Yvonand;;104184247;Association des Concerts de Montbenon;101534039;0.6486486486486487|1.0;0.882882883;;pas RC;rien trouvé;OUI;(possible no IDE CHE-108.221.479 = correspond idem avec ajout Camping la Menthue);;
SNB+DVT;62342;Association Tennis Club Lucens;;Case postale 15;1522;Lucens;VD;CH;association;109;Français;Lucens;;116271999;Association les Hublotins;101514920;0.6333333333333333|1.0;0.877777778;;pas RC;rien trouvé;OUI;;;
SNB;69296;Section des Samaritains de Lavaux;;Case postale 83;1096;Cully;VD;CH;association;109;Français;Bourg/Lavaux;;102558762;Section des Samaritains;101446259;0.696969696969697|1.0;0.898989899;;pas RC;rien trouvé;OUI;;;
SNB+DVT;15272;Abbaye des Fusiliers;c/o M. Frédéric Roy;Seidenweg 72;3012;Bern;VD;CH;association;109;Français;Bretonnières;;342740392;Abbaye des Quatre-Saisons;101451046;0.56|1.0;0.853333333;;pas RC;rien trouvé;OUI;;;
SNB+DVT;15274;Abbaye des Volontaires;Patrick Simon;Chemin des Peupliers 1;1354;Montcherand;VD;CH;association;109;Français;Montcherand;;342740392;Abbaye des Quatre-Saisons;101451046;0.56|1.0;0.853333333;;pas RC;rien trouvé;OUI;;;
SNB+DVT;28824;Société des catholiques d'Orbe et environs;;Chemin de la Dame 1;1350;Orbe;VD;CH;association;109;Français;Orbe;;100733698;Société de laiterie de Cugy et environs;101570259;0.6428571428571428|1.0;0.880952381;;pas RC;rien trouvé;OUI;;;
SNB+DVT;31429;Abbaye des Fusiliers;c/o M. Olivier Besançon;Sur Montet;1441;Valeyres-sous-Montagny;VD;CH;association;109;Français;Valeyres-s-M.;;342740392;Abbaye des Quatre-Saisons;101451046;0.56|1.0;0.853333333;;pas RC;rien trouvé;OUI;;;
SNB;70573;Association Randonner- Travailler;c/o M. Pierre-Henri Cuendet;Chemin des Ormeaux 20;1066;Epalinges;VD;CH;association;109;Français;Lausanne;;112776987;Association Lausanne Famille;101624714;0.6666666666666667|1.0;0.888888889;;pas RC;rien trouvé;OUI;;;
SNB;64121;Association 1 : 1 - un à un;c/o Mme Ulla Straessle;Chemin des Tourniaux 6;1277;Borex;VD;CH;association;109;Français;Borex;;262479641;Association Pieds en Feu;101539044;0.5925925925925926|1.0;0.864197531;;pas RC;rien trouvé;OUI;;;
SNB;60730;Association pour le Bois de Chênes de Genolier (ABCG);;Case postale 50;1267;Vich;VD;CH;association;109;Français;Vich;;252890360;Association pour le Logement Des Jeunes en Formation (Aljf);101618296;0.576271186440678|1.0;0.858757062;;pas RC;rien trouvé;OUI;;;
SNB;26092;Fédération Internationale de Natation Amateur (Fina);;Avenue de l' Avant-Poste 4;1005;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;106746831;Fédération Internationale de Natation FINA;101567425;0.75|1.0;0.916666667;;pas RC;CHE-106.746.831;NON;;;
SNB;31215;Fédération Patronale Vaudoise;;Route du Lac 2;1094;Paudex;VD;CH;association;109;Français;Paudex;;101670161;Fédération internationale de Hockey;101608040;0.6|1.0;0.866666667;;pas RC;Rien trouvé;OUI;ok dvt;;
SNB;41477;Société Amicale des Avattes;c/o Mme Laure Walser;Avenue des Reneveyres 9 bis;1110;Morges;VD;CH;association;109;Français;Bullet;;253363614;Société Médicale de Suisse Romande;101549343;0.5588235294117647|1.0;0.852941176;;pas RC;rien trouvé;OUI;;;
SNB;67012;Fédération Patronale des EMS Vaudois (FEDEREMS);;Route du Lac 2;1094;Paudex;VD;CH;association;109;Français;Paudex;;114755039;Fédération Internationale des Echecs (FIDE);101601066;0.5531914893617021|1.0;0.85106383;;pas RC;rien trouvé;OUI;;;
SNB+DVT;70863;Eglise évangélique allemande de Payerne;;Avenue Général-Jomini 20;1530;Payerne;VD;CH;association;109;Français;Payerne;;191220748;Eglise évangélique manne cachée;101626650;0.6666666666666667|1.0;0.888888889;;pas RC;rien trouvé;OUI;;;
SNB;52768;"Association ""Livres sans Frontières""";;Rue Neuve 2bis;1020;Renens VD;VD;CH;association;109;Français;Renens VD;;113784334;Association Vivre sans violence;101575089;0.6666666666666667|1.0;0.888888889;;pas RC;rien trouvé;OUI;;;
SNB;70005;Société de sauvetage de Montreux;Case postale 1627;;1820;Montreux 1;VD;CH;association;109;Français;Montreux;;233763324;Société du Musée de Montreux;101613550;0.75|1.0;0.916666667;;pas RC;rien trouvé;OUI;;;
SNB;61255;Association des Riverains de la Gare de Lausanne (ARGL);;Chemin des Epinettes 20;1007;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;101780312;Association des Marchands de Chaussures de Lausanne;101613122;0.6181818181818182|1.0;0.872727273;;pas RC;rien trouvé;OUI;;;
SNB;14955;Syndicat des Eaux des Voëttes;;;1862;Les Mosses;VD;CH;association;109;Français;Ormont-D.sous;;473321270;Syndicat lemaniques des journalistes;101469846;0.5555555555555556|1.0;0.851851852;;pas RC;rien trouvé;OUI;;;
SNB;18970;Cercle de l'Amitié;c/o M. Yves Charrière;Grande-Rue 37;1170;Aubonne;VD;CH;association;109;Français;Aubonne;;103258883;Cercle du Marché;101432663;0.5555555555555556|1.0;0.851851852;;pas RC;rien trouvé;OUI;;;
SNB;19749;Société Vaudoise des Pêcheurs en Rivières Section de Morges;c/o M. Michel Buller;Route du Mollendruz 7;1148;L'Isle;VD;CH;association;109;Français;Morges;;103644631;Société Vaudoise des Pêcheurs En Rivière / le Moulinet;101643966;0.7457627118644068|1.0;0.915254237;;pas RC;rien trouvé;OUI;;;
SNB+DVT;19810;Ski-Club Lausanne;c/o Mme A.-Cath. Monod;Vieux Chemin 10;1833;Les Avants;VD;CH;association;109;Français;Lausanne;;113496237;Ski-Club Rougemont;101484449;0.6111111111111112|1.0;0.87037037;;pas RC;rien trouvé;OUI;;;
SNB+DVT;19872;Tennis-Club Granges-Marnand;;Chemin des Sports / Cp 50;1523;Granges-près-Marnand;VD;CH;association;109;Français;Valbroye;;113531572;Tennis-Club Mies-Tannay;101475729;0.6666666666666667|1.0;0.888888889;;pas RC;rien trouvé;OUI;;;
SNB;24803;Société Vaudoise des Pêcheurs en rivières section de Vevey et La Tour-de-Peilz;c/o M. Philippe Pâquet;Chemin Vert 31;1804;Corsier-sur-Vevey;VD;CH;association;109;Français;Vevey;;103644631;Société Vaudoise des Pêcheurs En Rivière / le Moulinet;101643966;0.5769230769230769|1.0;0.858974359;;pas RC;rien trouvé;OUI;;;
SNB;26395;Maison des enfants de Nyon;c/o  Madame Sonia Gunton;Chemin de la Bruyère 6;1197;Prangins;VD;CH;association;109;Français;Nyon;;106861337;Maison d'Enfants d'Avenches;101443141;0.5555555555555556|1.0;0.851851852;;pas RC;CHE-108.425.361;NON;;;
SNB+DVT;28087;"Club de pétanque ""La Boule du Lion d'Or""";;Case postale 6;1147;Montricher;VD;CH;association;109;Français;Montricher;;341948671;"Club de pétanque ""Les Pieds Tanqués""";101521281;0.6|1.0;0.866666667;;pas RC;rien trouvé;OUI;;;
SNB;29197;La Fièvre;Skate-Park HS 36;Avenue de Sévelin 36;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;105731755;L. Favrel;101419604;0.5555555555555556|1.0;0.851851852;;pas RC;CHE-420.019.996;NON;;;
SNB;33521;Association suisse romande pour l'étude des traitements de surface - Arets;c/o M. Paul Bagnoud;Avenue du Cloître 38;1860;Aigle;VD;CH;association;109;Français;Morrens VD;;258094433;Association Suisse pour l'étude des revêtements antiques (ASERA);101576367;0.5945945945945945|1.0;0.864864865;;Fin 2014 + pas RC;Néant;NON;;;
SNB;46132;Association des Buveurs d'Orges (ABO);;Case postale 2;1800;Vevey 1;VD;CH;association;109;Français;Vevey;;292527799;Association des demandeurs d'emploi (AdE);101534918;0.6585365853658536|1.0;0.886178862;;pas RC;rien trouvé;OUI;;;
SNB;71228;"Association Sportive Mixte handicapé et non-handicapé ""Les Pattes Palmées""";;Chemin du Boisy 32;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;225248244;Association sportive mixte handicapé et non-handicapé Les pattes palmées;101619842;0.9189189189189189|1.0;0.972972973;;pas RC;CHE-225.248.244;NON;;;
SNB+DVT;52839;Association du Centre paroissial de Bussigny;;Rue du Temple 13;1030;Bussigny;VD;CH;association;109;Français;Bussigny;;113191447;Association du Centre Asturiano de Lausanne;101439217;0.6590909090909092|1.0;0.886363636;;pas RC;rien trouvé;OUI;;;
SNB;61450;Association DK'Danse Genève;c/o M. Xavier Lavatelli;Rue des Fossés-Dessus 31;1170;Aubonne;VD;CH;association;109;Français;Commugny;;308820385;Association L'orange bleue;101548657;0.6296296296296297|1.0;0.87654321;;pas RC;rien trouvé;OUI;;;
SNB;61992;Association Tireurs Sportifs de Gingins et Environs;c/o Mme Marinette Varidel;Chemin des Tourniaux D 1;1277;Borex;VD;CH;association;109;Français;Borex;;334746613;Association EFAJE Gros-de-Vaud et Environs;101650515;0.5686274509803921|1.0;0.85620915;;pas RC;rien trouvé;OUI;;;
SNB+DVT;62341;Association Ski-Club d'Aigle (SCA);p.a GIPPA Bernard et François;Ch. des Isles 22 / C.P. 302;1860;Aigle;VD;CH;association;109;Français;Aigle;;235142682;Association familiale d'Aigle;101504299;0.5882352941176471|1.0;0.862745098;;pas RC;rien trouvé;OUI;;;
SNB;49786;Association des Fédérations Internationales de Sports Reconnues par la CIO (ARISF);Maison du Sport International;Avenue de Rhodanie 54;1007;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;109611073;Association des fédérations, internationales olympiques d'été, ASOIF;101600768;0.6097560975609756|1.0;0.869918699;;pas RC;rien trouvé;OUI;ok dvt;;
SNB;31760;Association pour la mise en valeur des Orgues Ahrend de Payerne;c/o M. W. Küng;Rue Jolimont 26;1530;Payerne;VD;CH;association;109;Français;Payerne;;104378277;Association pour la Mise en valeur des Travaux de la Recherche Agronomique;101511115;0.6216216216216216|1.0;0.873873874;;pas RC;rien trouvé;OUI;;;
SNB;55072;Société des sapeurs-pompiers de la commune de Lausanne;Service Protection + Sauvetage;Rue de la Vigie 2;1003;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;100897791;Société des Meuniers de la Suisse Romande;101423873;0.5740740740740741|1.0;0.858024691;;pas RC;rien trouvé;OUI;;;
SNB+DVT;15622;Société des Abbayes de Leysin;c/o M. Philippe Brulhart;Roc d'Orsay E 2;1854;Leysin;VD;CH;association;109;Français;Leysin;;109137551;Société de Gym de Bottens;101478153;0.5517241379310345|1.0;0.850574713;;pas RC;rien trouvé;OUI;;;
SNB;71911;Association Romande des Entreprises de Nettoyage Industriel de Textiles ARENIT;;Route du Lac 2;1094;Paudex;VD;CH;association;109;Français;Lausanne;;329823538;Association Romande des Entreprises de Brûleurs à Mazout et à Gaz;101641290;0.5897435897435898|1.0;0.863247863;;pas RC;CHE-299.981.685;NON;;;
SNB+DVT;29972;Association catholique romaine de Paudex-Lutry et environs;c/o Mme Patricia Duinat;Route de Lavaux 17;1095;Lutry;VD;CH;association;109;Français;Lutry;;130575760;Association scolaire intercommunale d'Apples-Bière et Environs;101453382;0.564516129032258|1.0;0.85483871;;pas RC;rien trouvé;OUI;;;
SNB;33684;Association vaudoise de la Libre Pensée AVLP;;Case postale 5264;1002;Lausanne 2 Cases;VD;CH;association;109;Français;Lausanne;;101782972;Association Vaudoise de Tourisme Pedestre;101616198;0.6590909090909092|1.0;0.886363636;;pas RC;rien trouvé;OUI;;;
SNB;72063;Association des Amis de la Ferme Pédagogique du Pré de la Chèvre;;Route Châtel-Saint-Denis 165;1806;St-Légier-La Chiésaz;VD;CH;association;109;Français;St-Lég.-La-Ch.;;106875173;Association des Amis de la Piscine de Vallorbe;101517017;0.5625|1.0;0.854166667;;pas RC;rien trouvé;OUI; ;;
SNB;59257;Association des Amis du Mont Musical;c/o M. Dominique Mocan;Chemin de Longeraie 28;1052;Le Mont-sur-Lausanne;VD;CH;association;109;Français;Le Mont-sur-L.;;104176785;Association des Amis de la Cité;101599294;0.6944444444444444|1.0;0.898148148;;pas RC;rien trouvé;OUI;(possible no IDE CHE-460.328.015 = Atelier musical du Mont, adresse ch. Chêne 22 au Mont-s/Lsne);;
SNB;60065;Association Films Plans-Fixes;;;1400;Yverdon-les-Bains;VD;CH;association;109;Français;Yverdon-les-B.;;303757199;Association Films Plans-fixes;101602452;0.9655172413793104|1.0;0.988505747;;pas RC;CHE-303.757.199;NON;ok dvt;;
